null;null;2013;73.08;null;null;2019;176.19;2009;945.16;2006;18.53;2007;77.96;null;null;2019;21.96;2014;7.74;null;null;2008;14.14;2006;167.23;2013;16.14;2017;13.45;1999;45.17;2006;43.76;2006;1.16;2012;53.28;null;null;2010;74.00;2013;9.93;2015;2.25;null;null;2005;58.96;null;null;2004;16.17;null;null;2006;28.90;2005;34.05;2003;40.63;2008;3.09;2009;59.98;2000;82.69;2003;53.89;2012;2.36;2009;197.09;null;null;2003;83.33;null;null;2006;17.03;null;null;2009;38.56;2002;28.04;
null;null;2014;107.04;null;null;null;null;2010;228.30;2007;62.63;2008;86.22;null;null;2020;40.70;2015;4.89;null;null;2009;52.04;2007;221.82;2014;18.70;2018;17.71;2000;73.40;2007;50.49;2007;0.64;2013;46.50;null;null;2011;133.34;2014;7.45;2016;1.64;null;null;2006;103.91;null;null;2005;16.14;null;null;2007;27.85;2006;29.50;2004;49.85;2009;2.42;2010;58.48;2001;56.52;2004;77.10;2014;29.27;2010;90.06;null;null;2004;134.76;null;null;2007;17.01;null;null;2010;11.38;2003;73.07;
null;null;2015;30.16;null;null;null;null;2011;921.00;2008;64.78;2009;209.20;null;null;null;null;2016;2.45;null;null;2010;8.02;2008;210.33;2015;21.62;2019;16.78;2001;47.45;2008;51.90;2008;1.11;2014;60.47;null;null;2012;55.72;2015;7.80;2017;8.07;null;null;2007;106.59;null;null;2006;14.29;null;null;2008;28.45;2007;26.25;2005;45.64;2010;3.29;2011;76.96;2002;50.92;2005;73.79;2015;4.60;2011;174.97;null;null;2005;139.54;null;null;2008;25.15;null;null;2011;29.15;2004;79.74;
null;null;2016;77.41;null;null;null;null;2012;344.79;2009;174.40;2010;17.99;null;null;null;null;2017;3.96;null;null;2011;31.53;2009;372.78;2016;14.42;2020;23.65;2002;51.83;2009;44.59;2009;1.96;2015;44.24;null;null;2013;46.75;2016;8.10;2018;4.26;null;null;2008;110.79;null;null;2007;14.32;null;null;2009;26.05;2008;28.60;2006;45.68;2011;2.26;2012;42.07;2003;46.73;2006;62.43;2016;1.90;2012;52.52;null;null;2006;150.75;null;null;2009;84.29;null;null;2012;10.49;2005;22.69;
null;null;2017;61.14;null;null;null;null;2013;443.44;2010;5.40;2011;123.43;null;null;null;null;2018;3.12;null;null;2012;7.92;2010;103.80;2017;20.82;null;null;2003;42.54;2010;52.34;2010;1.26;2016;36.53;null;null;2014;96.86;2017;8.96;null;null;null;null;2009;252.41;null;null;2008;18.98;null;null;2010;30.18;2009;28.73;2007;44.21;2012;1.25;2013;41.15;2004;51.03;2007;59.56;null;null;2013;52.10;null;null;2007;67.34;null;null;2010;5.98;null;null;2013;8.97;2006;63.78;
null;null;2018;75.69;null;null;null;null;2014;698.52;2011;40.21;2012;42.77;null;null;null;null;null;null;null;null;2013;6.93;2011;515.51;2018;29.77;null;null;2004;62.45;2011;63.46;2011;2.61;2017;48.81;null;null;2015;55.70;2018;19.52;null;null;null;null;2010;43.51;null;null;2009;16.07;null;null;2011;33.31;2010;30.46;2008;52.45;2013;1.08;2014;50.88;2005;60.59;2008;103.53;null;null;2014;113.05;null;null;2008;262.32;null;null;2011;30.64;null;null;2014;11.87;2007;80.65;
null;null;2019;118.64;null;null;null;null;2015;258.48;2012;20.55;2013;38.50;null;null;null;null;null;null;null;null;2015;5.25;2012;125.86;2019;17.99;null;null;2005;50.33;2012;56.46;2012;0.83;2018;56.85;null;null;2016;37.12;2019;11.03;null;null;null;null;2011;133.38;null;null;2010;18.59;null;null;2012;30.10;2011;35.18;2009;48.05;2014;1.77;2016;33.21;2006;50.81;2009;132.53;null;null;2015;72.50;null;null;2009;398.02;null;null;2012;1.54;null;null;2015;7.87;2008;73.73;
null;null;null;null;null;null;null;null;2016;301.74;2013;16.24;2014;98.28;null;null;null;null;null;null;null;null;2016;0.01;2013;128.04;2020;18.22;null;null;2006;48.06;2013;42.04;2013;0.95;2019;56.33;null;null;2017;56.26;null;null;null;null;null;null;2012;25.53;null;null;2011;21.49;null;null;2013;26.85;2012;28.10;2010;50.49;2015;1.73;2017;37.90;2007;48.85;2010;65.24;null;null;2018;76.87;null;null;2010;84.50;null;null;2013;0.78;null;null;2016;6.21;2009;218.49;
null;null;null;null;null;null;null;null;2017;580.12;2014;72.94;2015;78.68;null;null;null;null;null;null;null;null;2018;11.47;2014;433.64;null;null;null;null;2007;49.50;2014;43.10;2014;1.57;2020;62.61;null;null;2018;66.87;null;null;null;null;null;null;2013;20.12;null;null;2012;14.08;null;null;2014;26.13;2013;26.92;2011;55.00;2016;7.66;2018;41.54;2008;69.60;2011;114.73;null;null;2019;102.09;null;null;2011;219.43;null;null;2014;4.02;null;null;2017;22.28;2010;27.51;
null;null;null;null;null;null;null;null;2018;491.23;2015;42.29;2016;50.01;null;null;null;null;null;null;null;null;2019;24.33;2015;207.59;null;null;null;null;2008;50.63;2015;42.44;2015;1.36;null;null;null;null;2019;79.02;null;null;null;null;null;null;2014;145.03;null;null;2013;14.47;null;null;2015;26.01;2014;27.69;2012;45.85;2017;6.87;null;null;2009;76.66;2012;51.86;null;null;2020;156.96;null;null;2012;60.15;null;null;2015;2.28;null;null;2018;18.63;2011;125.82;
null;null;null;null;null;null;null;null;2019;1230.36;2017;35.95;2017;141.15;null;null;null;null;null;null;null;null;2020;29.92;2016;115.98;null;null;null;null;2009;45.24;2016;34.82;2016;1.15;null;null;null;null;2020;92.86;null;null;null;null;null;null;2015;52.37;null;null;2014;14.85;null;null;2016;24.22;2015;25.66;2013;42.16;null;null;null;null;2010;58.29;2013;49.19;null;null;null;null;null;null;2013;54.78;null;null;2016;1.44;null;null;2019;34.69;2012;19.65;
null;null;null;null;null;null;null;null;2020;1072.38;2018;48.41;2018;59.92;null;null;null;null;null;null;null;null;null;null;2017;247.68;null;null;null;null;2010;53.13;2017;41.61;2017;1.13;null;null;null;null;null;null;null;null;null;null;null;null;2016;14.63;null;null;2015;9.09;null;null;2017;23.22;2016;24.06;2014;44.36;null;null;null;null;2011;83.51;2014;75.76;null;null;null;null;null;null;2014;170.00;null;null;2017;3.71;null;null;2020;68.96;2013;15.12;
null;null;null;null;null;null;null;null;null;null;null;null;2019;170.89;null;null;null;null;null;null;null;null;null;null;2018;258.58;null;null;null;null;2011;67.81;2018;79.06;2018;1.10;null;null;null;null;null;null;null;null;null;null;null;null;2017;43.87;null;null;2016;8.02;null;null;2018;25.65;2017;25.92;2015;42.80;null;null;null;null;2012;45.62;2015;60.39;null;null;null;null;null;null;2015;94.78;null;null;2018;5.60;null;null;null;null;2014;51.11;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;453.83;null;null;null;null;2012;59.61;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;87.40;null;null;2017;10.71;null;null;null;null;2018;26.55;2016;34.93;null;null;null;null;2013;46.92;2016;36.08;null;null;null;null;null;null;2016;51.34;null;null;null;null;null;null;null;null;2015;21.46;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;485.77;null;null;null;null;2013;43.96;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;12.15;null;null;null;null;2019;26.38;2017;38.99;null;null;null;null;2014;57.11;2017;60.59;null;null;null;null;null;null;2017;105.66;null;null;null;null;null;null;null;null;2016;13.18;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;47.29;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;9.68;null;null;null;null;null;null;2018;39.23;null;null;null;null;2017;17.91;2018;57.57;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;42.18;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;43.62;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;11.18;null;null;null;null;null;null;2019;34.16;null;null;null;null;2018;47.70;2019;72.60;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;177.75;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;32.98;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;58.77;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;225.44;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;43.29;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;45.12;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;32.95;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;42.50;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
